species,decimalLongitude,decimalLatitude,gbifID,month,year,geometry,elev,bio_03,bio_04,bio_07,bio_08,bio_09,bio_11,bio_14,bio_16,bio_18,cluster
Icterus auratus,-92.09307,18.112595,3535416245,4,2021,"c(-92.09307, 18.112595)",4,61.83712387084961,208.7662353515625,17.600000381469727,27.799999237060547,26.366666793823242,23.94999885559082,46,870,501,4
Icterus auratus,-88.694435,19.77562,3524507948,4,2021,"c(-88.694435, 19.77562)",28,70.39262390136719,193.6036834716797,20.80000114440918,27.433334350585938,24,23.299999237060547,32,536,427,2
Icterus auratus,-88.16775,20.053246,3523627993,3,2021,"c(-88.16775, 20.053246)",28,71.18794250488281,175.2184600830078,18.799999237060547,26.899999618530273,23.983333587646484,23.483333587646484,37,506,382,2
Icterus auratus,-88.536476,19.301214,3520393613,5,2021,"c(-88.536476, 19.301214)",33,72.85848236083984,165.892333984375,17.89999771118164,26.850000381469727,25.25,23.53333282470703,31,482,370,2
Icterus auratus,-87.583889,20.721944,3398710375,5,2018,"c(-87.583889, 20.721944)",26,71.32769012451172,184.63058471679688,17.69999885559082,26.66666603088379,24.433332443237305,22.91666603088379,44,516,438,2
Icterus auratus,-92.506816,18.063721,3306365442,4,2016,"c(-92.506816, 18.063721)",2,62.249000549316406,209.4780731201172,16.599998474121094,27.816667556762695,26.03333282470703,23.78333282470703,50,884,508,4
Icterus auratus,-91.093056,19.021944,3306363594,3,2015,"c(-91.093056, 19.021944)",2,65.17341613769531,193.7601318359375,17.299999237060547,27.883333206176758,26.100000381469727,23.91666603088379,18,705,279,4
Icterus auratus,-91.833056,18.264418,3306363157,7,2015,"c(-91.833056, 18.264418)",-1,63.48314666748047,203.7322235107422,17.799999237060547,27.666667938232422,26.41666603088379,23.933334350585938,30,767,318,4
Icterus auratus,-91.21731,18.97426,3306361959,2,2015,"c(-91.21731, 18.97426)",2,64.970062255859375,192.93582153320313,16.69999885559082,28.016666412353516,26.149999618530273,24,18,695,280,4
Icterus auratus,-88.47072,20.703564,3297653512,4,2020,"c(-88.47072, 20.703564)",30,70.25000762939453,188.36415100097656,19.999998092651367,27.25,23.866666793823242,23.21666717529297,31,562,440,2
Icterus auratus,-89.19032,20.754587,3293032661,9,2020,"c(-89.19032, 20.754587)",17,67.39482116699219,200.63912963867188,20.600000381469727,27.133333206176758,23.899999618530273,23.066667556762695,21,485,255,3
Icterus auratus,-87.170105,21.109327,3290753923,11,2004,"c(-87.170105, 21.109327)",11,68.48039245605469,200.30044555664063,17,26.883333206176758,24.19999885559082,22.71666717529297,42,514,426,2
Icterus auratus,-86.93362,20.313059,3273391658,12,2020,"c(-86.93362, 20.313059)",5,63.04071044921875,176.9239501953125,13.100000381469727,27.53333282470703,25.383333206176758,24,30,588,417,5
Icterus auratus,-87.33946,20.802979,3243875895,2,2020,"c(-87.33946, 20.802979)",6,68.7376708984375,191.05369567871094,16.899999618530273,26.883333206176758,24.383333206176758,22.950000762939453,46,552,440,2
Icterus auratus,-90.51091,18.785114,3239621506,2,2020,"c(-90.51091, 18.785114)",60,64.76683807373047,214.4425506591797,19.299999237060547,27.433334350585938,25.666667938232422,23.16666603088379,19,653,281,4
Icterus auratus,-89.01611,20.1725,3239432796,2,2020,"c(-89.01611, 20.1725)",39,68.81720733642578,201.72549438476563,21.69999885559082,27.183332443237305,23.850000381469727,23.016666412353516,28,535,416,2
Icterus auratus,-88.512955,20.568129,3232122479,1,2020,"c(-88.512955, 20.568129)",29,70.03284454345703,187.50758361816406,20.299999237060547,27.266666412353516,23.94999885559082,23.28333282470703,32,550,425,2
Icterus auratus,-88.12867,21.478275,3195571297,8,2020,"c(-88.12867, 21.478275)",5,71.35417175292969,177.80384826660156,17.599998474121094,26.866666793823242,25.066665649414063,23.299999237060547,22,379,290,3
Icterus auratus,-90.318344,20.171278,3186230389,8,2020,"c(-90.318344, 20.171278)",4,67.41228485107422,190.20474243164063,18.999998092651367,27.883333206176758,26.25,24.016666412353516,16,555,255,4
Icterus auratus,-88.05996,19.39006,3184634441,11,2008,"c(-88.05996, 19.39006)",12,71.09053802490234,168.11790466308594,16.19999885559082,27.16666603088379,25.21666717529297,23.733333587646484,37,527,460,5
Icterus auratus,-88.868645,21.39302,3166112279,5,2020,"c(-88.868645, 21.39302)",1,72.04762268066406,177.2063446044922,17.5,27.016666412353516,24.883333206176758,23.049999237060547,17,334,273,3
Icterus auratus,-88.35312,18.732405,3143263569,4,2020,"c(-88.35312, 18.732405)",10,70.86247253417969,157.4127655029297,14.299999237060547,27.399999618530273,25.233333587646484,23.666667938232422,28,432,432,5
Icterus auratus,-90.426254,19.82767,3142232576,3,2020,"c(-90.426254, 19.82767)",23,64.57264709472656,210.04824829101563,19.500001907348633,27.78333282470703,26.116666793823242,23.649999618530273,17,619,261,4
Icterus auratus,-89.46698,20.985567,3133382527,1,2020,"c(-89.46698, 20.985567)",11,66.49659729003906,201.13690185546875,19.600000381469727,27.183332443237305,25.450000762939453,23.116666793823242,22,447,226,3
Icterus auratus,-89.515786,21.068692,3113683724,3,2021,"c(-89.515786, 21.068692)",10,66.31761932373047,200.24417114257813,19.10000228881836,27.183332443237305,25.450000762939453,23.116666793823242,22,410,211,3
Icterus auratus,-89.178272,21.225463,3109045595,4,2021,"c(-89.178272, 21.225463)",8,67.62653350830078,197.2404327392578,19.099998474121094,27.183334350585938,25.266666412353516,23.016666412353516,18,375,291,3
Icterus auratus,-87.237493,20.520655,3070339648,3,2019,"c(-87.237493, 20.520655)",9,66.44880676269531,181.0491180419922,15.299999237060547,27.116666793823242,24.91666603088379,23.483333587646484,37,556,414,5
Icterus auratus,-89.288625,21.322235,3032173872,1,2021,"c(-89.288625, 21.322235)",2,68.12865447998047,191.20433044433594,17.100000381469727,27.383333206176758,25.149999618530273,23.149999618530273,17,329,255,3
Icterus auratus,-87.58541,19.791391,2800732597,1,1993,"c(-87.58541, 19.791391)",3,70.29478454589844,161.02420043945313,14.700000762939453,27.30000114440918,25.316665649414063,24,35,525,405,5
Icterus auratus,-88.78146,19.030615,2798553183,1,2001,"c(-88.78146, 19.030615)",68,72.79693603515625,164.25221252441406,17.399999618530273,26.399999618530273,24.883333206176758,23.049999237060547,17,403,332,3
Icterus auratus,-88.41003,18.331118,2785546531,6,2019,"c(-88.41003, 18.331118)",6,68.34452056884766,170.61831665039063,14.899999618530273,27.600000381469727,25.433334350585938,23.649999618530273,23,531,528,5
Icterus auratus,-88.25494,18.707493,2777902481,10,2019,"c(-88.25494, 18.707493)",1,70.05953216552734,158.321533203125,13.999998092651367,27.266666412353516,25.516666412353516,23.950000762939453,29,460,439,5
Icterus auratus,-90.44117,20.202923,277490555,9,1995,"c(-90.44117, 20.202923)",5,67.124542236328125,191.0537109375,18.200000762939453,27.96666717529297,26.03333282470703,23.950000762939453,14,529,377,4
Icterus auratus,-89.672455,21.28132,2770196255,5,2019,"c(-89.672455, 21.28132)",2,65.94444274902344,185.1591339111328,15,27.116666793823242,25.133333206176758,23.33333396911621,19,298,214,3
Icterus auratus,-89.61952,20.737667,2766036124,6,2019,"c(-89.61952, 20.737667)",15,67.2330093383789,202.20188903808594,20.599998474121094,27.116666793823242,25.58333396911621,23.133333206176758,24,528,255,3
Icterus auratus,-88.15393,19.812735,2763577032,5,2019,"c(-88.15393, 19.812735)",21,70.92591857910156,175.43882751464844,18,27.08333396911621,25.133333206176758,23.58333396911621,38,512,443,2
Icterus auratus,-88.04627,19.485561,2762683969,11,2019,"c(-88.04627, 19.485561)",16,70.59748077392578,169.07672119140625,15.900001525878906,27.233333587646484,25.200000762939453,23.766666412353516,38,536,458,5
Icterus auratus,-90.71201,18.962265,2752438967,4,2019,"c(-90.71201, 18.962265)",20,64.55094909667969,212.77523803710938,19.299999237060547,27.58333396911621,25.916667938232422,23.41666603088379,19,699,280,4
Icterus auratus,-88.62932,20.974594,2745439875,6,2019,"c(-88.62932, 20.974594)",21,70.38460540771484,182.6006622314453,19.500001907348633,27.049999237060547,25.233333587646484,23.200000762939453,35,588,463,2
Icterus auratus,-88.1351,18.342325,2744431241,3,2019,"c(-88.1351, 18.342325)",14,65.93916320800781,160.70098876953125,12.599998474121094,27.399999618530273,25.616666793823242,24.066665649414063,24,547,475,5
Icterus auratus,-89.016525,20.93692,2736414092,2,2019,"c(-89.016525, 20.93692)",14,68.54166412353516,195.60076904296875,20,27.116666793823242,25.383333206176758,23.100000381469727,21,483,363,3
Icterus auratus,-88.96868,20.769396,2735734106,1,2019,"c(-88.96868, 20.769396)",16,68.26765441894531,196.67071533203125,20.299999237060547,27.100000381469727,23.883333206176758,23.08333396911621,20,483,357,2
Icterus auratus,-88.116234,20.700167,2733356612,3,2019,"c(-88.116234, 20.700167)",22,71.319793701171875,182.58248901367188,19.700000762939453,27.383333206176758,23.933334350585938,23.399999618530273,36,505,404,2
Icterus auratus,-87.92615,20.099688,2730816614,2,2019,"c(-87.92615, 20.099688)",20,71.22905731201172,174.12118530273438,17.89999771118164,26.900001525878906,24.983333587646484,23.433334350585938,39,502,422,2
Icterus auratus,-87.66959,18.783665,2722894064,1,1991,"c(-87.66959, 18.783665)",1,69.153228759765625,150.70225524902344,12.399999618530273,26.83333396911621,25.883333206176758,24.516666412353516,30,584,420,5
Icterus auratus,-90.1208,20.393688,2720869217,7,2019,"c(-90.1208, 20.393688)",8,69.34672546386719,184.29635620117188,19.900001525878906,27.633333206176758,26.25,23.983333587646484,18,512,259,3
Icterus auratus,-87.22032,21.415016,2714733016,7,2017,"c(-87.22032, 21.415016)",0,68.92570495605469,196.25418090820313,16.599998474121094,26.933332443237305,24.100000381469727,22.766666412353516,34,460,409,2
Icterus auratus,-88.38876,18.549925000000002,2710772363,10,2019,"c(-88.38876, 18.549925)",18,68.63426208496094,165.71925354003906,14.399999618530273,27.516666412353516,25.266666412353516,23.600000381469727,24,464,464,5
Icterus auratus,-88.156746,21.596525,2707159874,6,2019,"c(-88.156746, 21.596525)",1,70.94017028808594,175.83567810058594,15.600000381469727,26.933334350585938,24.850000381469727,23.25,17,297,253,3
Icterus auratus,-88.93382,21.311451,2685619654,6,2019,"c(-88.93382, 21.311451)",6,70.24432373046875,184.6351776123047,19.100000381469727,27.03333282470703,25.200000762939453,23.100000381469727,19,373,297,3
Icterus auratus,-88.0551,20.834242,2674278657,3,2019,"c(-88.0551, 20.834242)",21,71.880340576171875,181.52134704589844,19.5,27.33333396911621,23.899999618530273,23.33333396911621,39,502,409,2
Icterus auratus,-88.25896,20.506243,2665365046,3,2019,"c(-88.25896, 20.506243)",26,71.04376983642578,181.6903076171875,19.80000114440918,27.299999237060547,23.933332443237305,23.366666793823242,34,523,408,2
Icterus auratus,-88.35891,18.005749,2652533943,12,2017,"c(-88.35891, 18.005749)",18,67.03162384033203,166.24642944335938,13.700000762939453,27.133333206176758,25.299999237060547,23.66666603088379,40,606,568,5
Icterus auratus,-88.773315,20.621794,2630629202,3,1898,"c(-88.773315, 20.621794)",28,69.72361755371094,189.86192321777344,19.900001525878906,27.166667938232422,23.899999618530273,23.16666603088379,28,534,407,2
Icterus auratus,-90.721667,19.355,2630555880,6,1951,"c(-90.721667, 19.355)",4,64.19752502441406,207.0939178466797,18.900001525878906,27.53333282470703,25.86666488647461,23.44999885559082,15,701,269,4
Icterus auratus,-88.25,19.716667,2630547524,3,1953,"c(-88.25, 19.716667)",26,70.973785400390625,174.35377502441406,17.799999237060547,27.066665649414063,25.183334350585938,23.583332061767578,36,513,389,2
Icterus auratus,-88.786895,21.084744,2573861233,2,2020,"c(-88.786895, 21.084744)",12,70.35590362548828,182.42214965820313,19.200000762939453,26.96666717529297,25.28333282470703,23.183334350585938,29,552,425,2
Icterus auratus,-89.250809,20.680486,2273310921,6,2019,"c(-89.250809, 20.680486)",19,67.4352798461914,202.9269561767578,20.599998474121094,27.066667556762695,23.799999237060547,22.950000762939453,22,495,385,2
Icterus auratus,-90.215904,20.645254,2230415459,11,2018,"c(-90.215904, 20.645254)",5,73.15315246582031,160.53176879882813,18.5,27.883333206176758,26.549999237060547,24.600000381469727,11,395,312,3
Icterus auratus,-88.16848,21.191986,2226746115,12,2018,"c(-88.16848, 21.191986)",17,71.04811096191406,188.25758361816406,19.399999618530273,27.25,24.899999618530273,23.066665649414063,37,545,443,2
Icterus auratus,-89.22636,20.53512,2221317125,12,2018,"c(-89.22636, 20.53512)",22,67.69840240478516,201.6785888671875,21.000001907348633,27.066665649414063,23.866666793823242,23.016666412353516,27,528,288,2
Icterus auratus,-89.045044,20.583284,2220418437,11,2018,"c(-89.045044, 20.583284)",22,68.0354232788086,198.73272705078125,20.700000762939453,27.116666793823242,23.883333206176758,23.08333396911621,28,519,402,2
Icterus auratus,-87.747734,19.789307,2211143198,1,1999,"c(-87.747734, 19.789307)",11,70.51688385009766,167.11622619628906,15.799999237060547,27.183332443237305,25.166667938232422,23.75,39,518,415,5
Icterus auratus,-88.24477,18.30188,2208268565,10,2018,"c(-88.24477, 18.30188)",17,66.4102554321289,165.4310302734375,13,27.25,25.383333206176758,23.78333282470703,26,540,501,5
Icterus auratus,-87.96115,17.923979,2206905570,9,2018,"c(-87.96115, 17.923979)",2,62.03703308105469,149.17703247070313,10.80000114440918,26.899999618530273,25.933334350585938,24.58333396911621,39,586,449,5
Icterus auratus,-90.14028,18.60774,2195436606,7,2018,"c(-90.14028, 18.60774)",86,65.77235412597656,217.53611755371094,20.5,26.96666717529297,25.883333206176758,23.28333282470703,22,551,263,4
Icterus auratus,-88.304726,18.453423,2181232757,11,2014,"c(-88.304726, 18.453423)",9,66.849151611328125,167.25218200683594,13.69999885559082,27.233333587646484,25.5,23.78333282470703,22,509,494,5
Icterus auratus,-90.78959,18.442036,2176007876,6,2018,"c(-90.78959, 18.442036)",64,63.91708755493164,216.63885498046875,19.700000762939453,27.483333587646484,25.83333396911621,23.266666412353516,22,648,306,4
Icterus auratus,-87.61656,21.266535,2149928909,2,2018,"c(-87.61656, 21.266535)",16,70.83332824707031,190.12506103515625,18.600000381469727,26.53333282470703,24.133333206176758,22.583332061767578,37,448,414,2
Icterus auratus,-89.09846,21.162977,2145329646,5,2018,"c(-89.09846, 21.162977)",8,68.0769271850586,197.2130584716797,19.5,27.100000381469727,25.25,22.983333587646484,19,414,319,3
Icterus auratus,-89.79083,20.877726,2139646114,3,2018,"c(-89.79083, 20.877726)",11,67.53022003173828,194.51962280273438,19.30000114440918,27.266666412353516,25.649999618530273,23.350000381469727,23,488,235,3
Icterus auratus,-88.07833,19.875566,2138156207,2,2018,"c(-88.07833, 19.875566)",6,71.19047546386719,171.47918701171875,17.5,27.16666603088379,25.200000762939453,23.700000762939453,38,510,437,5
Icterus auratus,-88.172,20.591303,2138040835,2,2018,"c(-88.172, 20.591303)",26,71.02369689941406,182.7209014892578,19.69999885559082,27.299999237060547,23.866666793823242,23.316667556762695,35,511,403,2
Icterus auratus,-87.72775,18.699478,2135750281,2,2018,"c(-87.72775, 18.699478)",5,68.766937255859375,151.55447387695313,12.30000114440918,26.766666412353516,25.850000381469727,24.46666717529297,29,582,421,5
Icterus auratus,-90.24578,20.488922,2119243094,12,2017,"c(-90.24578, 20.488922)",4,70.83332824707031,172.12351989746094,19.200000762939453,27.899999618530273,26.616666793823242,24.483333587646484,14,460,226,3
Icterus auratus,-88.512924,18.32267,2118571323,3,2018,"c(-88.512924, 18.32267)",11,69.17735290527344,172.47035217285156,15.600000381469727,27.433332443237305,25.200000762939453,23.399999618530273,26,536,536,5
Icterus auratus,-86.94812,20.769405,2102233926,11,2017,"c(-86.94812, 20.769405)",3,64.1498794555664,194.8362579345703,14.900001525878906,27.483333587646484,25.049999237060547,23.58333396911621,38,543,400,5
Icterus auratus,-89.65455,21.04229,2083460129,7,2017,"c(-89.65455, 21.04229)",8,66.53368377685547,195.61627197265625,18.80000114440918,27.316667556762695,25.566665649414063,23.316665649414063,22,425,324,3
Icterus auratus,-90.38025,19.932947,2073809798,6,2017,"c(-90.38025, 19.932947)",6,65.57591247558594,204.50003051757813,19.100000381469727,27.883333206176758,26.03333282470703,23.71666717529297,17,603,412,4
Icterus auratus,-87.10284,21.406637,2071441144,5,2017,"c(-87.10284, 21.406637)",7,68.08943176269531,200.854248046875,16.399999618530273,26.933334350585938,24.116666793823242,22.733333587646484,36,464,403,2
Icterus auratus,-92.2184,18.608372,2053180209,3,2017,"c(-92.2184, 18.608372)",2,61.867095947265625,204.75550842285156,15.799999237060547,27.683334350585938,26.100000381469727,23.799999237060547,27,681,403,4
Icterus auratus,-90.69754,19.662983,2052949496,5,2017,"c(-90.69754, 19.662983)",33,64.57170104980469,199.6981658935547,17.899999618530273,27.600000381469727,25.850000381469727,23.600000381469727,15,639,254,4
Icterus auratus,-88.53329,20.0372,2052828510,5,2017,"c(-88.53329, 20.0372)",32,70.10517883300781,188.2510223388672,20.600000381469727,27.366666793823242,23.33333396911621,23.33333396911621,24,503,391,2
Icterus auratus,-90.5259,19.855852,2039603168,2,2017,"c(-90.5259, 19.855852)",-1,65.82891845703125,203.21795654296875,18.900001525878906,28.133333206176758,26.383333206176758,24.066667556762695,16,602,409,4
Icterus auratus,-88.030043,20.541499,2013756317,6,2018,"c(-88.030043, 20.541499)",25,70.96219635009766,182.82505798339844,19.399999618530273,27.299999237060547,23.75,23.25,40,486,382,2
Icterus auratus,-92.6313406,18.2798594,1895177491,8,1998,"c(-92.6313406, 18.2798594)",4,62.144309997558594,210.93003845214844,16.399999618530273,27.71666717529297,25.866666793823242,23.616666793823242,42,811,447,4
Icterus auratus,-92.5746729,18.5398472,1895177410,9,1998,"c(-92.5746729, 18.5398472)",-1,62.16355895996094,206.65216064453125,16.100000381469727,27.71666717529297,27.66666603088379,23.733333587646484,32,683,372,4
Icterus auratus,-88.79,21.198333,1895087481,4,1888,"c(-88.79, 21.198333)",8,70.27491760253906,185.95985412597656,19.399999618530273,27.133333206176758,25.333332061767578,23.21666717529297,27,533,406,2
Icterus auratus,-88.938333,21.165,1895087416,NA,1889,"c(-88.938333, 21.165)",9,69.52991485595703,190.84091186523438,19.5,27.066665649414063,25.316667556762695,23.100000381469727,22,464,355,3
Icterus auratus,-88.923333,20.126667,1895087362,4,1888,"c(-88.923333, 20.126667)",38,68.81720733642578,199.05838012695313,21.69999885559082,27.21666717529297,23.899999618530273,23.083332061767578,27,534,418,2
Icterus auratus,-87.193437,21.210106,1880598561,4,2012,"c(-87.193437, 21.210106)",5,68.99224853515625,200.6221466064453,17.200000762939453,26.850000381469727,24.100000381469727,22.649999618530273,40,502,429,2
Icterus auratus,-89.41548,20.792528,1789125257,9,2010,"c(-89.41548, 20.792528)",15,67.159271240234375,203.5294647216797,20.30000114440918,27.049999237060547,25.299999237060547,22.933334350585938,23,490,247,3
Icterus auratus,-88.75407,21.347406,1775710151,11,2016,"c(-88.75407, 21.347406)",5,70.855621337890625,182.24400329589844,18.69999885559082,27.049999237060547,25.16666603088379,23.133333206176758,23,425,335,3
Icterus auratus,-90.84364,17.885935,1772884884,11,2016,"c(-90.84364, 17.885935)",62,64.21820831298828,209.55715942382813,19.400001525878906,27.766666412353516,26.30000114440918,23.733333587646484,30,654,355,4
Icterus auratus,-90.944565,18.760956,1772390688,6,2005,"c(-90.944565, 18.760956)",32,64.6701431274414,206.99693298339844,19.19999885559082,27.633333206176758,25.983333587646484,23.549999237060547,21,736,304,4
Icterus auratus,-88.94657,21.01356,1754977992,5,2016,"c(-88.94657, 21.01356)",14,68.90863037109375,193.61932373046875,19.700000762939453,27.03333282470703,25.299999237060547,23.03333282470703,23,495,374,3
Icterus auratus,-90.04755,21.163527,1744373910,6,2016,"c(-90.04755, 21.163527)",3,67.857147216796875,182.37074279785156,15.399999618530273,27.733333587646484,25.383333206176758,23.616666793823242,11,271,203,3
Icterus auratus,-89.56082,20.812683,1723530918,3,2016,"c(-89.56082, 20.812683)",15,66.66666412353516,203.44569396972656,20.299999237060547,27.100000381469727,25.433334350585938,23.016666412353516,24,510,248,3
Icterus auratus,-89.42163,21.324459,1500343933,3,2009,"c(-89.42163, 21.324459)",3,67.43827056884766,192.5245819091797,16.19999885559082,27.03333282470703,25.08333396911621,23.149999618530273,18,313,235,3
Icterus auratus,-87.4681,19.97139,1411541853,3,2005,"c(-87.4681, 19.97139)",0,69.73380279541016,159.45159912109375,14.399999618530273,27.383333206176758,25.366666793823242,24.100000381469727,34,517,388,5
Icterus auratus,-88.37806,20.892778,1400970398,1,2012,"c(-88.37806, 20.892778)",29,70.85492706298828,185.3881072998047,19.299999237060547,27.150001525878906,23.733333587646484,23.116666793823242,34,589,472,2
Icterus auratus,-88.14645,20.892538,1383321349,11,2008,"c(-88.14645, 20.892538)",24,71.53845977783203,184.98773193359375,19.5,27.25,23.799999237060547,23.200000762939453,37,550,449,2
Icterus auratus,-86.85134,20.498783,1378974239,7,2015,"c(-86.85134, 20.498783)",11,61.450382232666016,185.5703582763672,13.100000381469727,27.600000381469727,25.233333587646484,23.883333206176758,33,590,422,5
Icterus auratus,-87.39075,20.324024,133962884,9,2005,"c(-87.39075, 20.324024)",12,69.2052993774414,167.1258544921875,15.099998474121094,26.983333587646484,24.933332443237305,23.566667556762695,36,516,384,5
Icterus auratus,-88.05508,19.156694,1197240338,12,1996,"c(-88.05508, 19.156694)",13,72.295806884765625,157.07554626464844,15.100000381469727,27.116666793823242,25.21666717529297,23.816665649414063,40,546,464,5
Icterus auratus,-88.5965,20.518461,1177134577,11,2005,"c(-88.5965, 20.518461)",28,69.86863708496094,188.28773498535156,20.299999237060547,27.25,23.933332443237305,23.25,32,547,422,2
Icterus auratus,-87.68975,20.319553,1175063690,5,2014,"c(-87.68975, 20.319553)",25,71.10453033447266,175.8550262451172,16.900001525878906,26.683332443237305,24.5,23.08333396911621,40,497,397,2
Icterus auratus,-90.538995,19.631816,1122957748,12,2014,"c(-90.538995, 19.631816)",24,64.68254089355469,207.11354064941406,18.899999618530273,27.616666793823242,25.950000762939453,23.549999237060547,18,668,272,4
